Text,User,Location,Country,Subjectivity,Polarity,Analysis
11894," Across the country, election workers and officials risked their health so Americans could vote during a coronavirus spike…",shesnottrump,"Fountain Hills, AZ",United States of America,0.0,0.0,Neutral
11895,The coronavirus is going to end up in the road.,babbyyagatron,,Italy,0.0,0.0,Neutral
11896," Just got really emotional thinking we might finally get coronavirus briefings with ASL interpreters. 

The small diffe…",murphjj3,,Italy,0.6833333333333332,-0.08333333333333333,Negative
11897," If you participated in any celebrations today, you owe it to yourself and those in the D.C. community to get tested for…",c8linmittrick,,Italy,0.0,0.0,Neutral
11898, ⭕️We will defeat Coronavirus like Lord Ram defeated Ravna British PM Boris Johnson. ,mr_keshav_singh,Tarn Taran ,India,0.0,0.0,Neutral
11899, Joe Biden was elected the nation’s 46th president Saturday in a repudiation of President Trump powered by legions of wo…,marmienorris,"Provo, UT",United States of America,0.0,0.0,Neutral
11900," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",ednamaemae,United States,,0.8,0.6,Positive
11901,"nhlbi NIH researchers identify key pathway in lysosomes—called the cell’s “trash compactor""—that the novel coronavirus uses to ex…",sheritaa72,"Bethesda, MD",United States of America,1.0,0.0,Neutral
11902,Our unemployment was at a post world war 2 record before the Chinese government unleashed the coronavirus on the world.,614Beast,Chiraq,Azerbaijan,0.0,0.0,Neutral
11903,"Coronavirus No School 
Kyle Rittenhouse 🤔🤔💭",Rentytheline,"Atlanta, GA",United States of America,0.0,0.0,Neutral
11904,Americans and the British have given up on fighting the coronavirus. It’s not something they’re interested in accom… ,nwarikoo,"Detroit, Michigan",United States of America,0.25,0.125,Positive
11905, this is the only comment i’ll make regarding this if you still except people to end their careers and stop seeing loved o…,vetjr89,"Indiana, USA",United States of America,0.9,0.35,Positive
11906," BREAKING The United States has so far reported over 130,000 new coronavirus cases, the highest daily figure anywhere i…",MiftahAliDanial,ตรังกานู,,0.48484848484848486,0.07878787878787878,Positive
11907," 🚨 For the 4th day in a row, the number of cases of the coronavirus in the United States broke a world record.

Over 134,000…",Johnedward112,,Italy,0.0,0.0,Neutral
11908," BIDEN transgender--
ME hell yeah
BIDEN our opponents are not our enemies--
ME fuck you
BIDEN I'm forming a coronavi…",LeCanadienNoir,Long Beach,United States of America,0.6,-0.4,Negative
11909, Joe Biden was elected the nation’s 46th president Saturday in a repudiation of President Trump powered by legions of wo…,bmangh,"New Haven, CT",United States of America,0.0,0.0,Neutral
11910,Join us on a journey to see why masks do such a good job of stopping the spread of coronavirus. ,NYTHealth,"New York, NY",United States of America,0.55,0.35,Positive
11911," Minnesota health officials reported a record 5,454 new COVID cases Friday, nearly 1,500 more than the previous single-day high…",MNAtSports,"Sioux Falls, SD",United States of America,0.3803030303030303,0.14242424242424243,Positive
11912," After talking about Chris Christie's about with coronavirus, Dave Chappelle says ""Herman Cain Black ass been dead for 2 w…",OneilRoses,,Italy,0.4166666666666667,-0.18333333333333335,Negative
11913," 🚨 For the 4th day in a row, the number of cases of the coronavirus in the United States broke a world record.

Over 134,000…",xxxTtimexxx,United States,,0.0,0.0,Neutral
11914," 106,577 individuals have been infected with Covid19 in Punjab till 10 pm November 7, 2020. 369 new coronavirus cases hav…",RwpVForce,"Rawalpindi, Pakistan",Pakistan,0.45454545454545453,0.13636363636363635,Positive
11915," Just got really emotional thinking we might finally get coronavirus briefings with ASL interpreters. 

The small diffe…",RachelHaimowitz,"North Carolina, USA",United States of America,0.6833333333333332,-0.08333333333333333,Negative
11916," New 📹📹📹 PresidentElectJoe 

Joe Biden is going to lead this nation as an AMERICAN PRESIDENT because there are no red…",olivieri206,,Italy,0.22727272727272727,0.06818181818181818,Positive
11917," Reeling from decades of economic mismanagement, Zimbabwe is banking on gold to shore up revenue and tackle the upshots of rampant…",oralfires,Johannesburg,South Africa,0.2,0.2,Positive
11918," Across the country, election workers and officials risked their health so Americans could vote during a coronavirus spike…",asmall_word,"Washington, D.C. / Gettysburg",United States of America,0.0,0.0,Neutral
11919,"Lewis After talking about Chris Christie's bout with coronavirus, Dave Chappelle says ""Herman Cain Black ass been dead for 2 we…",Parish77Angela,"California, USA",United States of America,0.4166666666666667,-0.18333333333333335,Negative
11920," Across the country, election workers and officials risked their health so Americans could vote during a coronavirus spike…",SuhithaE,,Italy,0.0,0.0,Neutral
11921," Across the country, election workers and officials risked their health so Americans could vote during a coronavirus spike…",TulliusCicero43,Land of Enchantment (formerly Central Trumpistan),,0.0,0.0,Neutral
11922," 🚨 For the 4th day in a row, the number of cases of the coronavirus in the United States broke a world record.

Over 134,000…",86emawol,"Brooklyn, NY",United States of America,0.0,0.0,Neutral
11923," Wow. I was about to walk into Little Penang at this exact time but it was so packed, I didn't. Keep scanning folks. 🤞 Covid…",EdNZ,Aotearoa/NZ,,0.5833333333333334,0.05416666666666667,Positive
11924,I got kidney problems because of coronavirus,velenssia,"Aberdeen, Scotland",United Kingdom,0.0,0.0,Neutral
11925," Just got really emotional thinking we might finally get coronavirus briefings with ASL interpreters. 

The small diffe…",DanielleGembala,,Italy,0.6833333333333332,-0.08333333333333333,Negative
11926," At least 5 people in Trump's orbit, including his chief of staff, have recently tested positive for Covid-19

/…",Russpoljunkie,Portland & San Francisco,Chile,0.39848484848484844,-0.024242424242424242,Negative
11927, Sweden’s refusal to impose a general lockdown has been portrayed as an alternative “model.” Yet death rates in its care hom…,landen_roger,,Italy,0.5,0.05000000000000002,Positive
11928, Congratulations for the journey of faith that has resulted in this victory for the 🇺🇸 and the world. We look for…,AdedeHillary,"Migori, Kenya",Kenya,0.0,0.0,Neutral
11929," You guys attacked Orthodox Jews for dancing on the street during the Jewish holidays a few weeks ago.

Suddenly …",lcyys,Brooklyn & Jerusalem,Australia,0.3,-0.1,Negative
11930,hindu JoeBiden has assured Americans that his first task is to get the raging coronavirus pandemic under control with a definit…,ANUBHAVUMANG,India,,0.3333333333333333,0.25,Positive
11931," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",Minhakiira,,Italy,0.8,0.6,Positive
11932," Just got really emotional thinking we might finally get coronavirus briefings with ASL interpreters. 

The small diffe…",severuduw,"Edmonds, WA",United States of America,0.6833333333333332,-0.08333333333333333,Negative
11933,"Lewis After talking about Chris Christie's bout with coronavirus, Dave Chappelle says ""Herman Cain Black ass been dead for 2 we…",_KingTaius,On Mt. Rushmore,United States of America,0.4166666666666667,-0.18333333333333335,Negative
11934," 🚨 For the 4th day in a row, the number of cases of the coronavirus in the United States broke a world record.

Over 134,000…",allmyheartseoul,,Italy,0.0,0.0,Neutral
11935,China’s response to Election2020 and TrumpTantrum I love this FUCKTRUMP WuhanFLU coronavirus Laughing guy who… ,Guerilla_Kmac,"🇦🇺 Sydney, Australia",Australia,0.6,0.5,Positive
11936,PM takes part in the inauguration ceremony of Ropax ferry services between Surat &amp; Saurashtra in Guja… ,JagranEnglish,"New Delhi, India",India,0.0,0.0,Neutral
11937,New parents barred from being by sick babies' sides on hospital wards   via ,suemitton1,London,United Kingdom,0.6558441558441558,-0.288961038961039,Negative
11938, Imagine if Trump tried to prevent the coronavirus pandemic the way he's trying to prevent this election. You'd…,DrGGeller,"South Australia, Australia",Australia,0.0,0.0,Neutral
11939," Next week headlines

34 ND players have Coronavirus
NotreDameFootball CLEMvsND ",LegendOct,"Pompano Beach, FL",United States of America,0.0,0.0,Neutral
11940," 🚨 For the 4th day in a row, the number of cases of the coronavirus in the United States broke a world record.

Over 134,000…",USAjobs2020,"Baltimore, MD",United States of America,0.0,0.0,Neutral
11941," Just got really emotional thinking we might finally get coronavirus briefings with ASL interpreters. 

The small diffe…",markishome359,"Salem, OR",United States of America,0.6833333333333332,-0.08333333333333333,Negative
11942," 106,577 individuals have been infected with Covid19 in Punjab till 10 pm November 7, 2020. 369 new coronavirus cases hav…",umairsaqibpti,"Bismillah Computers, Mansoora, Lahore, Pakistan`",,0.45454545454545453,0.13636363636363635,Positive
11943,"'It's a slaughter,' doctors say of new coronavirus wave  via ",DE3x2ydy_dx,,Italy,0.45454545454545453,0.13636363636363635,Positive
11944, Joe Biden will announce a 12-person coronavirus-task force on Monday. The announcement is meant to signify how serious…,BrownieXavier,"Centurion, South Africa",South Africa,0.0,0.0,Neutral
11945,"Samsung Galaxy S10+, 128GB, Prism Blue – For AT&amp;T (Renewed) ",covid19news20,,Italy,0.1,0.0,Neutral
11946, Sweden’s refusal to impose a general lockdown has been portrayed as an alternative “model.” Yet death rates in its care hom…,hiLiter7,"New Jersey, USA",United States of America,0.5,0.05000000000000002,Positive
11947,"What would happen if the country was thrown into a state of emergency due to covid 19 prior to the inauguration?
Jo… ",JohnBlinstrub,"California, USA",United States of America,0.1875,-0.0625,Negative
11948,"American President Biden vows immediate, science-based action on Coronavirus

Dead-duck realDonaldTrump waits to b… ",jeffreymmiller,"Ridgway, CO",United States of America,0.05,0.05,Positive
11949,"I actually had that thought when kids were kept out of school.
That’s just how messed up the coronavirus era really is.",SGRenquist,,Italy,0.15000000000000002,0.1,Positive
11950," Nine members of the Los Angeles Dodgers organization and one family member have tested positive for the coronavirus, county he…",brothers58,,Italy,0.5454545454545454,0.22727272727272727,Positive
11951, Texas becomes first U.S. state to exceed 1 million coronavirus cases  ,CindyWan19,,Italy,0.3333333333333333,0.25,Positive
11952, The commander of Fort Bliss declared a public health emergency Friday as the number of coronavirus cases at the base a…,TerriLou1978,"Brentwood, PA",United States of America,0.5333333333333333,-0.4,Negative
11953," If you participated in any celebrations today, you owe it to yourself and those in the D.C. community to get tested for…",al3al3jandro,"McAllen, TX",United States of America,0.0,0.0,Neutral
11954,"Now playing on African Affairs Radio nayanka bell by iwassado! Tune in now.
Live (Nonstop African Music)… ",africanaffairs,,Italy,0.16666666666666666,0.04545454545454545,Positive
11955," After all of this, I never again want to hear anyone talking about coronavirus, masks or lockdowns.
…",caterina39,📍France ,,0.0,0.0,Neutral
11956, ⭕️We will defeat Coronavirus like Lord Ram defeated Ravna British PM Boris Johnson. ,Akashde57841393,,Italy,0.0,0.0,Neutral
11957, “I think Joe Biden and Kamala Harris have just been handed something from this … not even yet outgoing administration that is sc…,ToniLovely2,United States,,0.0,0.0,Neutral
11958," BREAKING Trump's chief of staff, Mark Meadows, has the coronavirus. Meadows informed a close circle of advisers after…",PFolklorista,Ciudad de México,Mexico,0.0,0.0,Neutral
11959, Sweden’s refusal to impose a general lockdown has been portrayed as an alternative “model.” Yet death rates in its care hom…,teka21bat,"New York, USA",United States of America,0.5,0.05000000000000002,Positive
11960," Come now, the Biden plan for coronavirus is already working! ",Bubbygrl,,Italy,0.0,0.0,Neutral
11961,when coronavirus is over🥰😍😍 ,pootdootpoot,"Costa Mesa, CA",United States of America,0.0,0.0,Neutral
11962, Sweden’s refusal to impose a general lockdown has been portrayed as an alternative “model.” Yet death rates in its care hom…,rwgwlg,Wellington & Auckland,New Zealand,0.5,0.05000000000000002,Positive
11963," Across the country, election workers and officials risked their health so Americans could vote during a coronavirus spike…",brahmresnik,Phoenix AZ,United States of America,0.0,0.0,Neutral
11964," 🚨 For the 4th day in a row, the number of cases of the coronavirus in the United States broke a world record.

Over 134,000…",sammunist,everywhere and nowhere,,0.0,0.0,Neutral
11965," 🚨 For the 4th day in a row, the number of cases of the coronavirus in the United States broke a world record.

Over 134,000…",MasterPreston1,Pearland,United States of America,0.0,0.0,Neutral
11966," COVID U.S. reported over 128,000 new coronavirus cases in the last 24 hours.

The highest daily figure reported by any…",coolboypprasun,"bhagalpur,india",India,0.17373737373737375,0.04545454545454545,Positive
11967, COVID19 Maintaining personal hygiene and well-being can help in controlling the spread of coronavirus in urban slums.…,viralvideovlogs,കേരളം,India,0.15,0.0,Neutral
11968, “I think Joe Biden and Kamala Harris have just been handed something from this … not even yet outgoing administration that is sc…,darthvapor,Heaven,United Kingdom,0.0,0.0,Neutral
11969,"Bergstrom All you need N95s and readily available rapid testing. What's the big deal?

 …",pkmonaghan,chi.il.us,United States of America,0.25,0.2,Positive
11970,Coronavirus numbers gonna spike again after all the joe Biden victory parties,lonlonqu,"Birmingham, AL",United States of America,0.0,0.0,Neutral
11971, COVID19 Maintaining personal hygiene and well-being can help in controlling the spread of coronavirus in urban slums.…,ChankyaOffice03,UNION REPUBLIC of HINDUSTAN 🚩,India,0.15,0.0,Neutral
11972," ""β-Coronaviruses use lysosomes for egress instead of the biosynthetic secretory pathway"" - Read more in …",fakhrilazin,Malaysia,,0.5,0.5,Positive
11973," 🚨 For the 4th day in a row, the number of cases of the coronavirus in the United States broke a world record.

Over 134,000…",CoronaUpdateBot,,Italy,0.0,0.0,Neutral
11974, Seems worth mentioning that Notre Dame pulled out of hosting a presidential debate because of coronavirus concerns,LyleMuller,,Italy,0.1,0.3,Positive
11975," Just got really emotional thinking we might finally get coronavirus briefings with ASL interpreters. 

The small diffe…",Fiercemuggus,Florida,United States of America,0.6833333333333332,-0.08333333333333333,Negative
11976,"Republican Senator David Perdue and his partner in crime Kelly Loeffler, Both CRIMINAL Republicans fr… ",CoeusPolos,,Italy,0.55,-0.4,Negative
11977,"Lewis After talking about Chris Christie's bout with coronavirus, Dave Chappelle says ""Herman Cain Black ass been dead for 2 we…",RileySnee,,Italy,0.4166666666666667,-0.18333333333333335,Negative
11978," I had some choice words for the of South Dakota, one of my childhood states where I grew up... SD’s COVID19…",Initha,United States,,0.0,0.0,Neutral
11979, BREAKING President elect Joe Biden likely to announce CoronaVirus Task Force on Monday to be Co-Chaired by Indian-Ame…,Arunabh_ch,,Italy,0.95,0.4,Positive
11980, Congratulations for the journey of faith that has resulted in this victory for the 🇺🇸 and the world. We look for…,Bmirimo2,  kenya,,0.0,0.0,Neutral
11981," Across the country, election workers and officials risked their health so Americans could vote during a coronavirus spike…",russlambeth,"Spokane, Washington",United States of America,0.0,0.0,Neutral
11982," President-elect Joe Biden plans to announce his 12-person coronavirus task force Monday, two sources with knowledge say, signalin…",MakokhaDr,"Mombasa, Kenya",Kenya,0.0,0.0,Neutral
11983," COVID U.S. reported over 128,000 new coronavirus cases in the last 24 hours.

The highest daily figure reported by any…",chittu_chitra12,,Italy,0.17373737373737375,0.04545454545454545,Positive
11984,"🚨 For the 4th day in a row, the number of cases of the coronavirus in the United States broke a world record.

Over… ",shaunking,"Brooklyn, NY",United States of America,0.0,0.0,Neutral
11985," If you participated in any celebrations today, you owe it to yourself and those in the D.C. community to get tested for…",LouieKahn27,"Burbank, CA",United States of America,0.0,0.0,Neutral
11986," Across the country, election workers and officials risked their health so Americans could vote during a coronavirus spike…",EngancheWorld,"Portland, OR",United States of America,0.0,0.0,Neutral
11987," COVID U.S. reported over 128,000 new coronavirus cases in the last 24 hours.

The highest daily figure reported by any…",vikashoo3,lucknow,India,0.17373737373737375,0.04545454545454545,Positive
11988," New 📹📹📹 PresidentElectJoe 

Joe Biden is going to lead this nation as an AMERICAN PRESIDENT because there are no red…",KimManley7,,Italy,0.22727272727272727,0.06818181818181818,Positive
11989," IndiaFightsCorona

📍Follow these three steps to protect yourself and your family from coronavirus 👇

1⃣ Avoid COVID…",ChankyaOffice03,UNION REPUBLIC of HINDUSTAN 🚩,India,0.0,0.0,Neutral
11990, You can thank Biden voters when your grandma dies from coronavirus. ,DMaskeri,"Mumbai, India",India,0.0,0.0,Neutral
11991,"
This is sickening.  Do not buy animal fur.  Faux looks and feels just as good!",SixtiesMom,NC,United States of America,0.8,-0.012500000000000011,Negative
11992," You guys attacked Orthodox Jews for dancing on the street during the Jewish holidays a few weeks ago.

Suddenly …",deepervidz,"San Clemente, CA",United States of America,0.3,-0.1,Negative
11993,hindu JoeBiden has assured Americans that his first task is to get the raging coronavirus pandemic under control with a definit…,CoronaUpdateBot,,Italy,0.3333333333333333,0.25,Positive
11994, The United States is now going to see the “coronavirus magically disappear” now that and the Democrats have won…,croconoceros,"Western Australia, Australia",Australia,1.0,0.5,Positive
11995,"If you drank from these as a kid growing up, you are immune to the coronavirus.",lboogie_773,"Florida, USA",United States of America,0.0,0.0,Neutral
11996," 106,577 individuals have been infected with Covid19 in Punjab till 10 pm November 7, 2020. 369 new coronavirus cases hav…",DrMurad_PTI,"Lahore, Pakistan",Pakistan,0.45454545454545453,0.13636363636363635,Positive
11997,JoeBiden has assured Americans that his first task is to get the raging coronavirus pandemic under control with… ,the_hindu,"Chennai, India",India,0.3333333333333333,0.25,Positive
11998," JUST IN White House chief of staff Mark Meadows has tested positive for coronavirus, two officials confirm to CNN …",okjocey,"Gulf Shores, AL",United States of America,0.2727272727272727,0.11363636363636363,Positive
11999," If you participated in any celebrations today, you owe it to yourself and those in the D.C. community to get tested for…",annakajidancer,"Washington, DC",United States of America,0.0,0.0,Neutral
12000," When Trump got coronavirus, nobody asked “how did he get it?!??!!” 😭 💀 SNL ",_TutuDelgado,507🇵🇦|305🌴,Poland,0.0,0.0,Neutral
12001,Latest News 2020 Deep Learning Market by Coronavirus-COVID19 Impact Analysis With Top -   deeplearning intoAInews,into_AI,talk@into.AI,,0.6,0.3333333333333333,Positive
12002," Just got really emotional thinking we might finally get coronavirus briefings with ASL interpreters. 

The small diffe…",TheRaDR,,Italy,0.6833333333333332,-0.08333333333333333,Negative
12003," COVID U.S. reported over 128,000 new coronavirus cases in the last 24 hours.

The highest daily figure reported by any…",spalo_r,"Pretoria, South Africa",South Africa,0.17373737373737375,0.04545454545454545,Positive
12004," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",tdouglas36,"KY, USA",United States of America,0.8,0.6,Positive
12005,Americans have closed the door on Donald Trump and Mike Pence; opened the door for Joe Biden and Kamala Harris.  Tr… ,Pradeep21102682,Chennai,India,0.1,-0.1,Negative
12006, The coronavirus is a flood that incites us to build an ark upon the face of the earth - relationships that envelop and protec…,MisterX63,,Italy,0.0,0.0,Neutral
12007,"com Portugal imposes local night-time curfews as Covid-19 cases hit record 

Follow our updates on coronavirus here https//t.c…",CoronaUpdateBot,,Italy,0.0,0.0,Neutral
12008," Across the country, election workers and officials risked their health so Americans could vote during a coronavirus spike…",gobigred2009,,Italy,0.0,0.0,Neutral
12009,I will talk to my mum about it but I have kidney problems so it's not good for pregnancy. I got it for ignoring my… ,velenssia,"Aberdeen, Scotland",United Kingdom,0.6000000000000001,-0.35,Negative
12010,"Could be worse, like telling people to inject themselves with bleach to get rid of coronavirus. ",Salvajesoyo,,Italy,0.6,-0.4,Negative
12011, ⭕️We will defeat Coronavirus like Lord Ram defeated Ravna British PM Boris Johnson. ,Abhishe48677248,,Italy,0.0,0.0,Neutral
12012, Have you been lied to for the last eight months? What you are about to see could change your life. One America’s ta…,marilyn37334075,"District of Columbia, USA",United States of America,0.06666666666666667,0.0,Neutral
12013,"Portugal imposes local night-time curfews as Covid-19 cases hit record 

Follow our updates on coronavirus here ",dawn_com,Pakistan,,0.0,0.0,Neutral
12014," After all of this, I never again want to hear anyone talking about coronavirus, masks or lockdowns.
…",joshuazero29,,Italy,0.0,0.0,Neutral
12015,235 Policemen attached to Police Stations in Western Province have been confirmed to have contracted the coronaviru… ,sam_segu,colombo,Sri Lanka,0.5,0.2,Positive
12016," ""The llama antibodies, called nanobodies, are much smaller than human antibodies, and many times more effective."" Is the…",Bassaces1,,Italy,0.4800000000000001,0.32,Positive
12017," COVID U.S. reported over 128,000 new coronavirus cases in the last 24 hours.

The highest daily figure reported by any…",iyeronfire,"Bangalore, India ",India,0.17373737373737375,0.04545454545454545,Positive
12018,"Republican Senator David Perdue and his partner in crime Kelly Loeffler, Both CRIMINAL Republicans… ",CoeusPolos,,Italy,0.55,-0.4,Negative
12019," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",Ilovemypuppy,"Minneapolis, MN",United States of America,0.8,0.6,Positive
12020,"Coronavirus updates Illegal Halloween parties draw thousands after record-shattering week of infections 

READ MOR… ",IAM__Network,Worldwide,United Kingdom,0.5,-0.5,Negative
12021,"GOOD HUMOR AND MUST-SHARE FACTS ABOUT COVID UPTICKS IN 43 STATES

Coronavirus Spikes in the U.S. &amp; The U.K. Shuts… ",carpediemvoice,"Clearlake, CA, USA",United States of America,0.6000000000000001,0.7,Positive
12022,"Doctor, I personally would like to see a clinician on the Biden Pandemic Response Taskfo… ",brontyman,Southern California,United States of America,0.3,0.0,Neutral
12023," There will be no continuity with the previous task force because, among other things, much of the previous task force has…",blonde_wisdom,"Oklahoma, USA",United States of America,0.22708333333333333,-0.06458333333333333,Negative
12024,  this should scare all of us right now.,anairbua,Nowhere Iowa,,0.5357142857142857,0.2857142857142857,Positive
12025, Joe Biden was elected the nation’s 46th president Saturday in a repudiation of President Trump powered by legions of wo…,M_Bauldree,"Raleigh, NC",United States of America,0.0,0.0,Neutral
12026," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",awondrousworld,A Democrat in a Red State ,,0.8,0.6,Positive
12027," COVID-19 Test For Travel. Same-Day Appointments &amp; Results! 
Coronavirus PCR NAAT Test, Rapid Antigen Test &amp; Antibody Tests…",kime44444,,Italy,0.0,0.0,Neutral
12028,The Do’s and Don’ts of wearing a mask 😷 WearAMask coronavirus ,drkhurramazam,,Italy,0.0,0.0,Neutral
12029, ⭕️We will defeat Coronavirus like Lord Ram defeated Ravna British PM Boris Johnson. ,SukhPhillaur,Phillaur ,India,0.0,0.0,Neutral
12030,NSW Police blow whistle on coronavirus deception ,JackRussellsMom,Here,Bosnia and Herzegovina,0.0,0.0,Neutral
12031,"The Lord leads, Alex, amen to your tenacity for President Trump now but I encourage you to transfer your fervor to… ",booksnends,"Puget Sound, USA ",United States of America,0.0,0.0,Neutral
12032,"Republican Senator David Perdue and his partner in crime Kelly Loeffler, Both CRIMINAL Republicans… ",CoeusPolos,,Italy,0.55,-0.4,Negative
12033,I wish he would have fought this battle with the coronavirus,Hardrocc4,,Italy,0.0,0.0,Neutral
12034," Nine members of the Los Angeles Dodgers organization and one family member have tested positive for the coronavirus, county he…",ginavergel7,NYC/Brooklyn,United States of America,0.5454545454545454,0.22727272727272727,Positive
12035," You guys attacked Orthodox Jews for dancing on the street during the Jewish holidays a few weeks ago.

Suddenly …",BengtVOL,,Italy,0.3,-0.1,Negative
12036, Joe Biden was elected the nation’s 46th president Saturday in a repudiation of President Trump powered by legions of wo…,BeaMezeiRhodes,,Italy,0.0,0.0,Neutral
12037," NEW CMO orders any patients with Danish travel history with ?Covid-19 to be managed in ""strict isolation"" and transfered…",PaulPaul49,Liverpool UK,United Kingdom,0.45454545454545453,0.13636363636363635,Positive
12038, Texas becomes first U.S. state to exceed 1 million coronavirus cases  ,englishmaddie8,,Italy,0.3333333333333333,0.25,Positive
12039,Remember this? Americans are looking forward to competent leadership again! BidenHarris2020… ,Katie_said,,Italy,0.6666666666666666,0.625,Positive
12040,Nah I think the number one thing was racist fascism. Coronavirus was number two!,Alywally_17,,Italy,0.0,0.0,Neutral
12041," Across the country, election workers and officials risked their health so Americans could vote during a coronavirus spike…",JMGS64338299,,Italy,0.0,0.0,Neutral
12042, This reusable face mask can filter and kill off COVID-19  COVID19 Technology ,Leonine35,,Italy,0.0,0.0,Neutral
12043,"Great news!
Chilean company Copper3D Inc. achieves important validation against Human Coronavirus and announces a n… ",ProChile_UAE,"Dubai, Emiratos Árabes Unidos",United Arab Emirates,0.6166666666666667,0.4666666666666666,Positive
12044,"epaper mahanagar times hindi news coronavirus world news   


epaper mahanagartimes",MahanagarTimes_,"Jaipur, Rajasthan",India,0.0,0.0,Neutral
12045,"Republican Senator David Perdue and his partner in crime Kelly Loeffler, Both CRIMINAL Republicans… ",CoeusPolos,,Italy,0.55,-0.4,Negative
12046, Sweden’s refusal to impose a general lockdown has been portrayed as an alternative “model.” Yet death rates in its care hom…,CLyonsBennett,United States,,0.5,0.05000000000000002,Positive
12047," Nine members of the Los Angeles Dodgers organization and one family member have tested positive for the coronavirus, county he…",mojohill22,"Los Angeles, CA",United States of America,0.5454545454545454,0.22727272727272727,Positive
12048," Most coronavirus mutations are insignificant, but Denmark is concerned about a new variant of the virus in mink. Experts out…",illdfn,"Berlin, Germany",Germany,0.4772727272727273,0.3181818181818182,Positive
12049," BREAKING The United States has so far reported over 130,000 new coronavirus cases, the highest daily figure anywhere i…",DidinDibel,Under my veil,,0.48484848484848486,0.07878787878787878,Positive
12050," After all of this, I never again want to hear anyone talking about coronavirus, masks or lockdowns.
…",krissycannoli,Brooklyn,United States of America,0.0,0.0,Neutral
12051," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",JenNorcross,"Pawcatuck, CT, USA",United States of America,0.8,0.6,Positive
12052," We all have a part to play to protect ourselves and others!

StaySafe and avoid the ‘3 Cs’ where COVID19 spreads most easily…",ankitsa64753824,Bhopal,India,0.5,0.5,Positive
12053,LaBarbera Seriously I know you’re all very happy and excited and can’t control yourselves. But we still have this coronavirus hap…,ma527681,"Anaheim, CA",United States of America,0.8055555555555555,0.34722222222222227,Positive
12054," Coronavirus update by Sunday 8 November am PST
",MediaIMC,"Lahore, Pakistan",Pakistan,0.0,0.0,Neutral
12055,Most of his speech nowadays whether addressing in India or global level on different subjects most of the time… ,vinaygo03260194,Chennai,India,0.4,0.25,Positive
12056," I had some choice words for the of South Dakota, one of my childhood states where I grew up... SD’s COVID19…",sdkingcaid3,,Italy,0.0,0.0,Neutral
12057," What a game. But between this and all the celebrations in the streets, the only one having a better day today than …",PasDeDeux22,"Brooklyn, NY",United States of America,0.6333333333333333,0.033333333333333326,Positive
12058,Coronavirus ‘fear campaign’ will now just fade away  via ,MJgaurdian,"Nashville ,Tn ",United States of America,0.0,0.0,Neutral
12059,"There are many good reasons why “never bet against the US dollar” is conventional wisdom. 

Biden looks set to lead… ",57deacon,"London, Somerset & Valencia",,0.48571428571428577,0.3523809523809524,Positive
12060, Joe Biden was elected the nation’s 46th president Saturday in a repudiation of President Trump powered by legions of wo…,EjamiJosie,"California, USA",United States of America,0.0,0.0,Neutral
12061, Trump really told people to drink bleach to beat coronavirus. White people y’all gotta have a come to Jesus meeting with…,RandyEvremonde,,Italy,0.1,0.1,Positive
12062, Couple things I hope conservatives are correct about (1) Biden is a Trojan horse for socialism. (2) coronavirus will dis…,TheJosephOtto,,Italy,0.0,0.0,Neutral
12063," Across the country, election workers and officials risked their health so Americans could vote during a coronavirus spike…",AngusCarruthers,"Cambs, UK",United Kingdom,0.0,0.0,Neutral
12064,Shared two political vids on my barren FB (highlights from Kamala’s speech and then a John Oliver vid on coronaviru… ,AnnaIsAwesome8,"Pennsylvania, USA",United States of America,0.1,0.0,Neutral
12065, Was working today so only now seeing this story from &amp; Co. and the detail that Trump floated using a transpa…,cac2529,ATL,Colombia,1.0,0.0,Neutral
12066,"IndiaFightsCorona

📍Follow these three steps to protect yourself and your family from coronavirus 👇

1⃣ Avoid… ",ROBgujarat,"Ahmadabad City, India",India,0.0,0.0,Neutral
12067," At least five people in Trump’s orbit are positive for coronavirus, including his chief of staff, a Meadows deputy &amp; a…",PatrickVedel,"Bages, Catalunya Nord",Spain,0.4727272727272727,-0.03636363636363636,Negative
12068, Portugal imposes local night-time curfews as COVID-19 cases hit record  ,indecentKurt,"Potsdam, Germany",Germany,0.0,0.0,Neutral
12069," Whether you’re attending a wedding event, or going back to school or work, you can rely on the accuracy of our Rapid COVID-19…",kime44444,,Italy,0.0,0.0,Neutral
12070," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",dlynnebrown,Northern Ontario & Michigan.,Canada,0.8,0.6,Positive
